id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,review_bin,high_demand,group,price_original,discount_pct,predicted_high_demand_prob,revenue_proxy
7572637,4398238,Brooklyn,Prospect Heights,40.67505,-73.96711,Entire home/apt,175.0,2,5,1,0,Low,0,control,175,0.0,0.3287262831346169,57.527099548557956
5791540,30046603,Brooklyn,Brooklyn Heights,40.69758,-73.99139,Entire home/apt,190.0,2,2,1,0,Low,0,5%_reduction,200,0.05,0.32720077908779055,62.16814802668021
9137941,4223044,Manhattan,Upper East Side,40.77012,-73.95777,Entire home/apt,180.0,1,0,1,0,,0,10%_reduction,200,0.1,0.26908740570832634,48.43573302749874
8837432,41743945,Manhattan,Hell's Kitchen,40.76206,-73.9937,Entire home/apt,318.75,3,3,2,0,Low,0,15%_reduction,375,0.15,0.2785601395690837,88.79104448764544
22343429,15927874,Manhattan,Greenwich Village,40.72941,-74.00004,Entire home/apt,191.0,3,1,1,0,Low,0,control,191,0.0,0.3139530488311958,59.9650323267584
15422352,62852828,Manhattan,Harlem,40.82415,-73.95283,Private room,190.0,2,0,2,89,,0,5%_reduction,200,0.05,0.6003424689233842,114.065069095443
2070290,10585956,Manhattan,Hell's Kitchen,40.76874,-73.98757,Entire home/apt,539.1,1,0,1,0,,0,10%_reduction,599,0.1,0.19297373649979743,104.0321413470408
21799291,78534291,Manhattan,East Village,40.72202,-73.97909,Entire home/apt,195.5,5,3,1,0,Low,0,15%_reduction,230,0.15,0.2694526495046293,52.67799297815503
12088314,2875590,Brooklyn,Crown Heights,40.67833,-73.9629,Entire home/apt,180.0,3,2,1,0,Low,0,control,180,0.0,0.3098171343075356,55.76708417535641
35543031,4602926,Brooklyn,Clinton Hill,40.69325,-73.96732,Entire home/apt,166.25,2,0,1,6,,0,5%_reduction,175,0.05,0.6137332137988696,102.03314679406206
22019519,160792280,Manhattan,Midtown,40.76583,-73.98087,Entire home/apt,180.0,1,1,2,0,Low,0,10%_reduction,200,0.1,0.26908740570832634,48.43573302749874
9804516,49347242,Manhattan,Hell's Kitchen,40.7682,-73.98467,Entire home/apt,153.0,1,3,1,0,Low,0,15%_reduction,180,0.15,0.26866476801456485,41.10570950622842
27363157,26278289,Manhattan,Greenwich Village,40.72862,-74.00054,Entire home/apt,300.0,4,0,1,188,,0,control,300,0.0,0.46238482972836453,138.71544891850937
29282847,80026984,Manhattan,Harlem,40.80132,-73.95496,Entire home/apt,185.25,3,3,1,239,Low,0,5%_reduction,195,0.05,0.642930608245988,119.10289517756928
23064260,19849721,Brooklyn,Bushwick,40.70124,-73.91988,Entire home/apt,225.0,1,0,1,0,,0,10%_reduction,250,0.1,0.20491696915869848,46.10631806070716
13166383,22541573,Manhattan,West Village,40.72993,-74.01,Entire home/apt,236.29999999999998,30,0,87,350,,0,15%_reduction,278,0.15,0.268087902448302,63.34917134853376
33516105,7130003,Manhattan,East Village,40.72344,-73.98479,Entire home/apt,250.0,30,0,2,221,,0,control,250,0.0,0.2794028781128709,69.85071952821772
13032261,57571805,Manhattan,Midtown,40.75315,-73.97339,Entire home/apt,332.5,2,3,3,0,Low,0,5%_reduction,350,0.05,0.291631724132408,96.96754827402566
19907176,131647128,Manhattan,Upper West Side,40.77578,-73.98923,Entire home/apt,229.5,30,5,25,254,Low,0,10%_reduction,255,0.1,0.2822846674441744,64.78433117843802
548184,2694253,Brooklyn,Greenpoint,40.72515,-73.95153,Private room,169.15,1,0,1,365,,0,15%_reduction,199,0.15,0.4313589035925298,72.96435854267642
34871854,261898854,Manhattan,East Village,40.72128,-73.97899,Entire home/apt,200.0,14,2,1,233,Low,0,control,200,0.0,0.350532389455019,70.1064778910038
23610982,91511951,Brooklyn,Prospect Heights,40.6802,-73.96504,Private room,237.5,3,3,1,0,Low,0,5%_reduction,250,0.05,0.284139816521074,67.48320642375508
2142092,8280182,Manhattan,Washington Heights,40.85098,-73.93664,Private room,270.0,2,0,1,365,,0,10%_reduction,300,0.1,0.4094906530039735,110.56247631107286
34086800,219517861,Manhattan,Financial District,40.70724,-74.01085,Entire home/apt,347.65,2,3,327,325,Low,0,15%_reduction,409,0.15,0.4919244352784601,171.01752992455664
33244670,143563277,Manhattan,Greenwich Village,40.73592,-73.99601,Entire home/apt,230.0,1,2,1,83,Low,0,control,230,0.0,0.45561201388401573,104.79076319332361
35464719,107987935,Manhattan,Financial District,40.70701,-74.01007,Entire home/apt,166.25,30,0,1,311,,0,5%_reduction,175,0.05,0.38313524938109345,63.69623520960678
35425596,266595097,Manhattan,East Village,40.72434,-73.98047,Entire home/apt,306.0,2,0,1,180,,0,10%_reduction,340,0.1,0.47561300170264736,145.5375785210101
3662887,14041891,Manhattan,Flatiron District,40.7411,-73.98455,Entire home/apt,170.0,4,0,1,0,,0,15%_reduction,200,0.15,0.30200277334935,51.3404714693895
23702074,12243051,Manhattan,Financial District,40.70738,-74.00493,Entire home/apt,212.0,29,0,96,332,,0,control,212,0.0,0.29871937794648745,63.32850812465534
35202605,78201197,Manhattan,East Harlem,40.7923,-73.94613,Entire home/apt,237.5,2,4,1,44,Low,0,5%_reduction,250,0.05,0.51625982325039,122.61170802196763
35005829,219517861,Manhattan,Murray Hill,40.74725,-73.97607,Entire home/apt,181.8,29,0,327,365,,0,10%_reduction,202,0.1,0.2646250153303344,48.10882778705479
30392623,107434423,Manhattan,Murray Hill,40.74943,-73.98055,Entire home/apt,239.7,30,1,232,323,Low,0,15%_reduction,282,0.15,0.2948683882375072,70.67995266053047
19383561,9597266,Manhattan,West Village,40.74012,-74.00364,Entire home/apt,190.0,2,1,1,0,Low,0,control,190,0.0,0.32720077908779055,62.16814802668021
31310624,33655,Brooklyn,Columbia St,40.68343,-74.00371,Entire home/apt,1026.0,1,0,2,167,,0,5%_reduction,1080,0.05,0.32368303977107504,332.098798805123
34550196,157208948,Manhattan,Hell's Kitchen,40.76761,-73.99208,Entire home/apt,279.0,2,5,1,101,Low,0,10%_reduction,310,0.1,0.498995359324142,139.2197052514356
22938753,4920221,Manhattan,Midtown,40.76551,-73.98315,Entire home/apt,160.65,29,3,1,358,Low,0,15%_reduction,189,0.15,0.32092041075471817,51.555863987745475
26470188,55240477,Manhattan,Greenwich Village,40.73036,-73.99358,Entire home/apt,220.0,4,1,1,16,Low,0,control,220,0.0,0.47902976983396206,105.38654936347166
30393194,107434423,Manhattan,West Village,40.72873,-74.0034,Entire home/apt,436.04999999999995,30,0,232,293,,0,5%_reduction,459,0.05,0.2821619265463917,123.0367080705541
7921643,15102423,Brooklyn,Fort Greene,40.69011,-73.98053,Entire home/apt,202.5,1,0,1,0,,0,10%_reduction,225,0.1,0.2087593892886857,42.27377633095885
30388449,107434423,Manhattan,Chelsea,40.73806,-73.99744,Entire home/apt,310.25,30,0,232,261,,0,15%_reduction,365,0.15,0.28947179925657085,89.80862571935111
30370601,198861577,Brooklyn,Williamsburg,40.72205,-73.956,Private room,350.0,2,0,5,0,,0,control,350,0.0,0.2780914216629714,97.33199758203999
30428730,17618432,Manhattan,West Village,40.73563,-74.00659,Entire home/apt,204.25,1,3,1,0,Low,0,5%_reduction,215,0.05,0.2087593892886857,42.63910526221405
10651757,16098958,Manhattan,Hell's Kitchen,40.75685,-73.99569,Entire home/apt,225.0,30,1,96,331,Low,0,10%_reduction,250,0.1,0.30670731640079035,69.00914619017783
7573321,1242357,Manhattan,Upper West Side,40.79397,-73.97376,Entire home/apt,148.75,3,1,1,0,Low,0,15%_reduction,175,0.15,0.3148216456938822,46.82971979696498
11567796,48024019,Manhattan,Midtown,40.74644,-73.98389,Entire home/apt,200.0,1,0,1,0,,0,control,200,0.0,0.2087593892886857,41.75187785773714
9919042,50997070,Manhattan,East Village,40.72964,-73.98095,Entire home/apt,361.0,1,0,1,0,,0,5%_reduction,380,0.05,0.1760211124732493,63.543621602843
4424391,15310997,Manhattan,Upper East Side,40.78278,-73.9482,Entire home/apt,225.0,30,4,9,311,Low,0,10%_reduction,250,0.1,0.2971236335668183,66.85281755253412
36239113,177402508,Manhattan,West Village,40.73495,-74.00583,Private room,170.0,2,0,1,32,,0,15%_reduction,200,0.15,0.6106721544127174,103.81426625016195
35429053,6457972,Manhattan,Kips Bay,40.7409,-73.98085,Entire home/apt,199.0,2,0,1,49,,0,control,199,0.0,0.5937332038039859,118.15290755699318
21767656,14321520,Manhattan,Hell's Kitchen,40.76521,-73.98507,Entire home/apt,261.25,4,0,1,0,,0,5%_reduction,275,0.05,0.27784509110776373,72.58703005190327
8615333,14035150,Brooklyn,Williamsburg,40.71186,-73.95098,Entire home/apt,171.0,4,0,1,0,,0,10%_reduction,190,0.1,0.30200277334935,51.64247424273885
27252615,200380610,Manhattan,Murray Hill,40.74422,-73.97124,Entire home/apt,297.5,60,0,65,327,,0,15%_reduction,350,0.15,0.303588975721037,90.3177202770085
20811696,76104209,Manhattan,Upper East Side,40.78015,-73.95852,Entire home/apt,225.0,30,0,33,346,,0,control,225,0.0,0.265885902255175,59.82432800741437
35005797,198836713,Manhattan,Upper West Side,40.80154,-73.96106,Entire home/apt,522.5,3,5,1,320,Low,0,5%_reduction,550,0.05,0.41906660843548965,218.96230290754335
5756241,11732381,Manhattan,Midtown,40.75858,-73.96342,Entire home/apt,180.0,2,0,1,0,,0,10%_reduction,200,0.1,0.3264665284782904,58.76397512609227
15507436,99539943,Manhattan,Midtown,40.74828,-73.98401,Private room,160.65,1,4,1,365,Low,0,15%_reduction,189,0.15,0.436270463165159,70.0868499074828
29655330,223208290,Manhattan,Midtown,40.76562,-73.98233,Private room,250.0,4,1,1,3,Low,0,control,250,0.0,0.4825733780537291,120.64334451343227
26424516,198691406,Manhattan,Flatiron District,40.74043,-73.99277,Entire home/apt,1425.0,3,5,1,362,Low,0,5%_reduction,1500,0.05,0.3016152976237713,429.80179911387415
20685952,129602851,Bronx,Unionport,40.83121,-73.8483,Entire home/apt,405.0,2,1,2,342,Low,0,10%_reduction,450,0.1,0.4119170027877985,166.8263861290584
30437498,48572835,Manhattan,Hell's Kitchen,40.76552,-73.98498,Entire home/apt,255.0,6,2,1,270,Low,0,15%_reduction,300,0.15,0.4742629224610792,120.9370452275752
832596,1723222,Manhattan,Upper East Side,40.77613,-73.94872,Entire home/apt,250.0,4,1,1,0,Low,0,control,250,0.0,0.2759346462052879,68.98366155132197
32022820,866089,Manhattan,Little Italy,40.7191,-73.99513,Entire home/apt,237.5,3,0,3,0,,0,5%_reduction,250,0.05,0.284139816521074,67.48320642375508
35800182,243288727,Manhattan,Hell's Kitchen,40.76896,-73.98908,Entire home/apt,171.0,30,0,7,348,,0,10%_reduction,190,0.1,0.31710016770012445,54.22412867672128
8866435,3629010,Brooklyn,Williamsburg,40.71248,-73.96679,Entire home/apt,170.0,20,0,1,0,,0,15%_reduction,200,0.15,0.21249552513158118,36.124239272368804
19518453,79912031,Manhattan,Murray Hill,40.74731,-73.98167,Entire home/apt,350.0,5,0,1,0,,0,control,350,0.0,0.2265516353822791,79.29307238379768
31584089,107434423,Manhattan,Chelsea,40.75218,-73.99541,Entire home/apt,202.35,30,0,232,303,,0,5%_reduction,213,0.05,0.3071411560066107,62.15001291793767
13429562,30283594,Manhattan,Hell's Kitchen,40.76258,-73.99771,Entire home/apt,215.1,30,1,121,179,Low,0,10%_reduction,239,0.1,0.24772469414000384,53.28558170951482
34337319,131647128,Manhattan,Upper West Side,40.77033,-73.98521,Entire home/apt,161.5,30,1,25,189,Low,0,15%_reduction,190,0.15,0.38123816420992607,61.56996351990306
21950927,105389630,Manhattan,Theater District,40.75817,-73.98886,Entire home/apt,190.0,4,0,1,0,,0,control,190,0.0,0.3050042369008108,57.95080501115405
35035847,42174219,Manhattan,Theater District,40.76113,-73.98557,Private room,171.0,2,1,1,31,Low,0,5%_reduction,180,0.05,0.6106721544127174,104.42493840457468
21926198,10020112,Manhattan,Upper East Side,40.77625,-73.95495,Entire home/apt,225.0,3,2,1,0,Low,0,10%_reduction,250,0.1,0.27831754737021686,62.62144815829879
34886804,43252773,Manhattan,Harlem,40.81103,-73.94813,Entire home/apt,245.65,1,0,2,301,,0,15%_reduction,289,0.15,0.522491234826986,128.3499718352491
13386152,9782292,Brooklyn,Bedford-Stuyvesant,40.68963,-73.95316,Entire home/apt,250.0,2,3,1,0,Low,0,control,250,0.0,0.29166068538632794,72.91517134658199
13777303,70181692,Manhattan,Midtown,40.74595,-73.98996,Entire home/apt,379.04999999999995,1,1,1,0,Low,0,5%_reduction,399,0.05,0.1842068231485006,69.82359631443914
35262993,265463203,Brooklyn,Crown Heights,40.67144,-73.93182,Entire home/apt,427.5,2,0,3,308,,0,10%_reduction,475,0.1,0.45335321992560723,193.8085015181971
35201987,7305915,Brooklyn,Fort Greene,40.69447,-73.97296,Entire home/apt,187.0,6,0,1,43,,0,15%_reduction,220,0.15,0.4478774214201082,83.75307780556024
34837940,262634390,Brooklyn,Greenpoint,40.72235,-73.94176,Entire home/apt,650.0,3,2,1,346,Low,0,control,650,0.0,0.3442581066191302,223.76776930243463
23623267,24648109,Manhattan,Battery Park City,40.70615,-74.01719,Entire home/apt,171.0,4,0,1,0,,0,5%_reduction,180,0.05,0.30200277334935,51.64247424273885
10130963,51991283,Manhattan,Harlem,40.79945,-73.95411,Private room,188.1,1,1,5,244,Low,0,10%_reduction,209,0.1,0.6230543794625728,117.19652877690994
13043208,14060030,Manhattan,Financial District,40.70527,-74.00629,Entire home/apt,153.0,1,2,1,0,Low,0,15%_reduction,180,0.15,0.26866476801456485,41.10570950622842
26561464,173259171,Manhattan,Lower East Side,40.71946,-73.98935,Entire home/apt,900.0,1,2,1,0,Low,0,control,900,0.0,0.16478554001466572,148.30698601319915
14744425,11158576,Manhattan,Morningside Heights,40.80429,-73.96499,Entire home/apt,166.25,2,2,1,0,Low,0,5%_reduction,175,0.05,0.32467866408699786,53.977827904463396
35466764,50996583,Brooklyn,Williamsburg,40.71216,-73.9623,Entire home/apt,237.6,2,5,1,327,Low,0,10%_reduction,264,0.1,0.547140396159835,130.0005581275768
12002548,30283594,Manhattan,Midtown,40.76526,-73.9817,Entire home/apt,203.15,30,0,121,352,,0,15%_reduction,239,0.15,0.2664096284255397,54.12111601464839
35464492,266818709,Manhattan,East Village,40.72175,-73.98259,Entire home/apt,400.0,3,3,1,128,Low,0,control,400,0.0,0.38494483852093175,153.9779354083727
32724046,4726371,Brooklyn,Gowanus,40.67886,-73.98702,Entire home/apt,166.25,2,4,2,0,Low,0,5%_reduction,175,0.05,0.32467866408699786,53.977827904463396
8153240,10134825,Manhattan,Lower East Side,40.71358,-73.98456,Entire home/apt,225.0,3,0,4,0,,0,10%_reduction,250,0.1,0.27831754737021686,62.62144815829879
30387820,107434423,Manhattan,Chelsea,40.73918,-73.99616,Entire home/apt,257.55,30,1,232,280,Low,0,15%_reduction,303,0.15,0.30655529461659264,78.95331612850345
13882394,49186997,Manhattan,Greenwich Village,40.73305,-73.99373,Entire home/apt,3800.0,30,2,1,180,Low,0,control,3800,0.0,0.2036891821455844,774.0188921532207
19115443,2856748,Manhattan,Midtown,40.75905,-73.96142,Entire home/apt,451.25,30,0,49,343,,0,5%_reduction,475,0.05,0.26442589491368734,119.32218507980141
1683227,8900383,Manhattan,Morningside Heights,40.81326,-73.96181,Private room,198.0,1,0,1,365,,0,10%_reduction,220,0.1,0.4162759913149451,82.42264628035913
10117624,12190846,Brooklyn,Williamsburg,40.72097,-73.9548,Entire home/apt,212.5,1,0,1,0,,0,15%_reduction,250,0.15,0.2139355175758215,45.461297484862065
9495205,33058791,Brooklyn,Clinton Hill,40.6858,-73.96789,Entire home/apt,180.0,2,0,1,0,,0,control,180,0.0,0.3264665284782904,58.76397512609227
2186138,11147328,Manhattan,Midtown,40.75764,-73.96827,Entire home/apt,902.5,1,0,1,0,,0,5%_reduction,950,0.05,0.16478554001466572,148.71894986323582
22360657,48858084,Manhattan,Greenwich Village,40.73008,-74.00123,Entire home/apt,202.5,7,0,1,0,,0,10%_reduction,225,0.1,0.18288978742260528,37.03518195307757
35025129,312722,Brooklyn,Greenpoint,40.72572,-73.95664,Private room,212.5,29,0,4,157,,0,15%_reduction,250,0.15,0.2488731813933024,52.885551046076756
34391964,257837216,Manhattan,Upper West Side,40.80249,-73.96588,Entire home/apt,335.0,5,5,1,221,Low,0,control,335,0.0,0.4849709921928532,162.46528238460584
30339947,196479236,Manhattan,Flatiron District,40.74154,-73.99283,Entire home/apt,199.5,1,2,1,359,Low,0,5%_reduction,210,0.05,0.4991338251373638,99.57719811490408
34306801,107434423,Manhattan,East Village,40.72995,-73.98453,Entire home/apt,243.9,30,0,232,334,,0,10%_reduction,271,0.1,0.29397804690709073,71.70124564063943
1171581,6414296,Manhattan,Hell's Kitchen,40.7593,-73.99143,Entire home/apt,850.0,1,0,1,365,,0,15%_reduction,1000,0.15,0.25964345629874225,220.6969378539309
283184,1427381,Brooklyn,Williamsburg,40.70766,-73.95191,Entire home/apt,300.0,7,0,2,354,,0,control,300,0.0,0.3557837014248826,106.73511042746478
29480256,200380610,Manhattan,Upper East Side,40.77114,-73.95913,Entire home/apt,242.25,30,0,65,365,,0,5%_reduction,255,0.05,0.2475650277748244,59.97262797845121
30006988,19909719,Brooklyn,Greenpoint,40.72203,-73.94709,Entire home/apt,224.1,7,0,2,0,,0,10%_reduction,249,0.1,0.17832072606418062,39.96167471098288
36304117,273024325,Manhattan,Nolita,40.72349,-73.99457,Entire home/apt,268.59999999999997,30,0,1,310,,0,15%_reduction,316,0.15,0.3024268145039097,81.23184237575013
17840682,122032246,Manhattan,Chelsea,40.74107,-73.99936,Entire home/apt,250.0,2,2,1,0,Low,0,control,250,0.0,0.29166068538632794,72.91517134658199
19266676,31931291,Manhattan,West Village,40.73143,-74.00817,Entire home/apt,237.5,5,0,1,0,,0,5%_reduction,250,0.05,0.24981322588706573,59.33064114817811
22454710,5863772,Manhattan,Upper West Side,40.77077,-73.98481,Entire home/apt,202.5,2,5,1,0,Low,0,10%_reduction,225,0.1,0.29885286251100396,60.5177046584783
35913114,270074042,Manhattan,Hell's Kitchen,40.76123,-73.99084,Entire home/apt,194.65,3,1,1,150,Low,0,15%_reduction,229,0.15,0.5958609034493814,115.98432485642209
32241235,219517861,Manhattan,Financial District,40.70727,-74.01026,Entire home/apt,235.0,2,3,327,341,Low,0,control,235,0.0,0.5113954416923865,120.17792879771082
35673061,268352337,Manhattan,Hell's Kitchen,40.76374,-73.98844,Entire home/apt,427.5,1,1,2,360,Low,0,5%_reduction,450,0.05,0.3396215664441191,145.18821965486092
3334850,16838156,Manhattan,Kips Bay,40.73953,-73.98009,Entire home/apt,166.5,29,5,1,2,Low,0,10%_reduction,185,0.1,0.3413918596093633,56.84174462495899
28329243,107434423,Manhattan,Battery Park City,40.70438,-74.01708,Entire home/apt,223.54999999999998,30,1,232,327,Low,0,15%_reduction,263,0.15,0.3015879299623897,67.41998174309221
26519461,187139932,Manhattan,Greenwich Village,40.73524,-73.99259,Entire home/apt,225.0,3,2,1,1,Low,0,control,225,0.0,0.4770756453570853,107.3420202053442
8173232,14196588,Manhattan,Upper East Side,40.77914,-73.94965,Entire home/apt,171.0,14,0,1,0,,0,5%_reduction,180,0.05,0.21834347209169638,37.336733727680084
20989659,2856748,Manhattan,Murray Hill,40.7488,-73.97844,Entire home/apt,202.5,30,1,49,311,Low,0,10%_reduction,225,0.1,0.29711980353759704,60.1667602163634
24965233,89608382,Manhattan,East Village,40.72522,-73.98205,Entire home/apt,190.4,3,4,1,7,Low,0,15%_reduction,224,0.15,0.5937846780567841,113.0566027020117
2297192,11732741,Manhattan,Financial District,40.70825,-74.00495,Entire home/apt,1000.0,1,0,1,0,,0,control,1000,0.0,0.15871564529446505,158.71564529446505
3642325,16916853,Brooklyn,Sheepshead Bay,40.58363,-73.93553,Entire home/apt,247.0,7,3,2,363,Low,0,5%_reduction,260,0.05,0.3392855885294806,83.8035403667817
34206373,219517861,Manhattan,Murray Hill,40.7484,-73.97544,Entire home/apt,180.0,29,0,327,342,,0,10%_reduction,200,0.1,0.3225492243106754,58.05886037592157
26229979,150482926,Manhattan,Harlem,40.80898,-73.94591,Entire home/apt,250.75,5,3,1,0,Low,0,15%_reduction,295,0.15,0.23291192473760153,58.40266512795358
35468906,266860871,Manhattan,Upper West Side,40.787,-73.97237,Entire home/apt,200.0,2,1,1,265,Low,0,control,200,0.0,0.5507142338050207,110.14284676100414
13186721,22541573,Manhattan,Murray Hill,40.74747,-73.98061,Entire home/apt,179.54999999999998,30,0,87,365,,0,5%_reduction,189,0.05,0.26993676511486997,48.4671461763749
4798794,1660906,Manhattan,West Village,40.73245,-74.00275,Entire home/apt,225.0,2,3,1,0,Low,0,10%_reduction,250,0.1,0.2980881932778322,67.06984348751224
26978310,12960612,Brooklyn,Bushwick,40.6984,-73.92767,Entire home/apt,233.75,2,0,1,0,,0,15%_reduction,275,0.15,0.30200943243465334,70.59470483160021
34978133,263533090,Manhattan,East Village,40.7266,-73.9875,Entire home/apt,175.0,20,2,1,27,Low,0,control,175,0.0,0.36367531273752585,63.64317972906702
34483439,260425153,Manhattan,Midtown,40.76393,-73.9758,Private room,427.5,1,0,14,355,,0,5%_reduction,450,0.05,0.37631975995528966,160.87669738088633
2259813,11540028,Manhattan,Chelsea,40.74999,-73.99687,Entire home/apt,900.0,3,0,1,0,,0,10%_reduction,1000,0.1,0.22257185578979313,200.31467021081383
12002288,30283594,Manhattan,Midtown,40.76497,-73.98201,Entire home/apt,203.15,30,0,121,351,,0,15%_reduction,239,0.15,0.2664096284255397,54.12111601464839
20635939,145801588,Manhattan,Midtown,40.75328,-73.97193,Private room,389.0,3,2,4,357,Low,0,control,389,0.0,0.3797354740420888,147.71709940237255
23054077,1655982,Brooklyn,Greenpoint,40.72904,-73.95433,Entire home/apt,171.0,45,0,1,326,,0,5%_reduction,180,0.05,0.3779779256671315,64.63422528907948
749896,3941862,Brooklyn,Williamsburg,40.7189,-73.95725,Entire home/apt,157.5,3,3,1,0,Low,0,10%_reduction,175,0.1,0.3061272628870163,48.21504390470507
30389336,107434423,Manhattan,East Village,40.73186,-73.98761,Entire home/apt,238.85,90,0,232,322,,0,15%_reduction,281,0.15,0.3039186436688616,72.5909680403076
19408620,16932515,Manhattan,Midtown,40.76064,-73.97066,Entire home/apt,375.0,4,2,1,178,Low,0,control,375,0.0,0.40468895734442384,151.75835900415893
15215887,96677104,Manhattan,Hell's Kitchen,40.76615,-73.98408,Private room,179.54999999999998,15,0,1,0,,0,5%_reduction,189,0.05,0.20833194118844825,37.40600004038588
27931134,210992029,Brooklyn,Flatbush,40.63847,-73.95693,Entire home/apt,175.5,2,0,1,30,,0,10%_reduction,195,0.1,0.6106721544127174,107.1729630994319
30795963,228571016,Manhattan,Harlem,40.82591,-73.95144,Private room,161.5,2,1,2,89,Low,0,15%_reduction,190,0.15,0.6085386267165054,98.27898821471562
19361969,135703190,Brooklyn,Vinegar Hill,40.69891,-73.98473,Entire home/apt,300.0,360,0,1,365,,0,control,300,0.0,0.2522503497015334,75.67510491046002
9614672,7534128,Manhattan,Hell's Kitchen,40.76406,-73.98705,Entire home/apt,427.5,1,0,1,0,,0,5%_reduction,450,0.05,0.1778470629148545,76.0296193961003
22214859,13773574,Manhattan,Midtown,40.76512,-73.98201,Entire home/apt,202.5,30,0,12,344,,0,10%_reduction,225,0.1,0.26803647610618725,54.27738641150292
33826205,57920236,Brooklyn,Bedford-Stuyvesant,40.68444,-73.95434,Entire home/apt,153.0,3,1,1,98,Low,0,15%_reduction,180,0.15,0.6011784035590639,91.98029574453678
36384760,14563616,Manhattan,Chelsea,40.74271,-73.99554,Entire home/apt,215.0,1,0,2,127,,0,control,215,0.0,0.45929784124133805,98.74903586688768
30890018,4491717,Manhattan,Hell's Kitchen,40.76132,-73.99443,Private room,171.0,3,1,1,341,Low,0,5%_reduction,180,0.05,0.5950122723844755,101.74709857774532
11491696,60502606,Manhattan,Upper West Side,40.78838,-73.97892,Entire home/apt,225.0,1,0,1,0,,0,10%_reduction,250,0.1,0.20491696915869848,46.10631806070716
10368055,29466025,Brooklyn,Park Slope,40.67992,-73.9776,Entire home/apt,276.25,4,2,1,0,Low,0,15%_reduction,325,0.15,0.2799800030091478,77.34447583127708
18774244,60511673,Manhattan,Theater District,40.76044,-73.98321,Entire home/apt,399.0,10,0,1,64,,0,control,399,0.0,0.2993636536103472,119.44609779052854
35224490,94092661,Manhattan,Theater District,40.76187,-73.98599,Entire home/apt,236.54999999999998,1,3,1,127,Low,0,5%_reduction,249,0.05,0.4617473346795461,109.22633201844663
19875728,4328217,Manhattan,Upper West Side,40.78762,-73.96827,Entire home/apt,292.5,7,0,1,0,,0,10%_reduction,325,0.1,0.18545809112417178,54.24649165382024
8809245,3333577,Manhattan,Gramercy,40.73563,-73.98801,Entire home/apt,348.5,30,3,2,346,Low,0,15%_reduction,410,0.15,0.27438809897330374,95.62425249219635
35314580,264620263,Manhattan,Hell's Kitchen,40.76235,-73.98995,Entire home/apt,335.0,3,3,1,144,Low,0,control,335,0.0,0.4464885912427976,149.5736780663372
10297427,52978874,Manhattan,East Harlem,40.78703,-73.95196,Entire home/apt,237.5,90,0,1,363,,0,5%_reduction,250,0.05,0.2486129099246693,59.04556610710896
20520689,146504288,Brooklyn,Williamsburg,40.71121,-73.95079,Entire home/apt,157.5,2,3,1,0,Low,0,10%_reduction,175,0.1,0.32199234333228083,50.71379407483423
7073418,4582256,Brooklyn,Bedford-Stuyvesant,40.68297,-73.93804,Entire home/apt,212.5,2,3,1,0,Low,0,15%_reduction,250,0.15,0.2990289907981397,63.54366054460469
36148509,60811527,Manhattan,East Village,40.72595,-73.98971,Entire home/apt,220.0,15,0,1,61,,0,control,220,0.0,0.2887471153965412,63.52436538723906
31001555,26556695,Manhattan,Midtown,40.7608,-73.97391,Entire home/apt,779.0,1,1,6,365,Low,0,5%_reduction,820,0.05,0.26822718364412307,208.94897605877188
21919913,76104209,Manhattan,Upper West Side,40.77055,-73.98615,Entire home/apt,299.7,30,0,33,330,,0,10%_reduction,333,0.1,0.30937402798076813,92.7193961858362
24370468,521594,Manhattan,Upper East Side,40.77905,-73.94754,Private room,170.0,15,0,1,34,,0,15%_reduction,200,0.15,0.35612860225828624,60.54186238390866
7559243,39624147,Manhattan,Midtown,40.76372,-73.98081,Entire home/apt,700.0,7,0,1,0,,0,control,700,0.0,0.14635832635364143,102.450828447549
10244876,52656488,Manhattan,Harlem,40.81052,-73.94008,Private room,190.0,2,0,1,0,,0,5%_reduction,200,0.05,0.32720077908779055,62.16814802668021
4347579,22568643,Manhattan,Flatiron District,40.73956,-73.98774,Entire home/apt,1800.0,7,0,1,0,,0,10%_reduction,2000,0.1,0.16954886810635791,305.18796259144426
13968271,647256,Brooklyn,Park Slope,40.67922,-73.98157,Entire home/apt,170.0,1,0,1,0,,0,15%_reduction,200,0.15,0.2734313930309148,46.48333681525551
3970724,3339819,Brooklyn,Crown Heights,40.6723,-73.95951,Entire home/apt,200.0,2,3,1,0,Low,0,control,200,0.0,0.29885286251100396,59.77057250220079
21945886,160175378,Manhattan,Midtown,40.75184,-73.97198,Entire home/apt,332.5,3,1,2,0,Low,0,5%_reduction,350,0.05,0.2828539250710787,94.04893008613367
29703465,61684829,Manhattan,Harlem,40.80602,-73.95627,Entire home/apt,225.0,3,2,1,0,Low,0,10%_reduction,250,0.1,0.27831754737021686,62.62144815829879
34323686,219517861,Manhattan,Hell's Kitchen,40.76169,-73.99626,Entire home/apt,158.95,29,0,327,331,,0,15%_reduction,187,0.15,0.37078079255720797,58.9356069769682
4508885,301549,Manhattan,Upper West Side,40.76885,-73.98254,Entire home/apt,180.0,14,0,1,0,,0,control,180,0.0,0.2131547264541318,38.367850761743725
